Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
TXN_42167,USER_2122,80.45,Bank Transfer,2023-04-16 00:47:00,78074.39,Tablet,Mumbai,Electronics,0,0,12,452.98,1,Visa,216,3593.49,OTP,0.4878,0,0
TXN_29355,USER_4978,94.45,Online,2023-08-10 11:03:00,93648.28,Mobile,New York,Restaurants,0,0,11,190.18,4,Amex,90,879.33,PIN,0.9649,0,1
TXN_15535,USER_9100,227.15,ATM Withdrawal,2023-06-12 04:36:00,75966.37,Tablet,London,Travel,0,0,7,388.52,2,Amex,90,2259.35,Biometric,0.5472,0,0
TXN_39688,USER_6371,69.87,POS,2023-02-06 14:22:00,61008.07,Mobile,Sydney,Travel,0,0,4,258.37,3,Discover,237,3781.42,Password,0.488,1,0
TXN_23117,USER_6509,266.42,POS,2023-01-19 23:25:00,54527.03,Mobile,New York,Travel,0,0,11,296.42,4,Mastercard,167,1666.17,Biometric,0.9879,1,1
TXN_27973,USER_9058,75.76,Bank Transfer,2023-11-03 12:52:00,17377.81,Tablet,Sydney,Clothing,0,0,8,144.3,1,Amex,104,3216.51,Biometric,0.2024,0,0
TXN_21458,USER_1231,29.75,POS,2023-09-08 01:29:00,63356.49,Mobile,New York,Electronics,0,0,5,159.09,0,Discover,171,2902.56,Biometric,0.4877,0,0
TXN_34164,USER_7028,82.49,Online,2023-11-01 08:52:00,29709.41,Laptop,Sydney,Travel,0,0,12,415.42,2,Amex,25,4701.01,Password,0.7538,0,0
TXN_9297,USER_7278,157.37,Online,2023-11-16 15:10:00,6839.91,Mobile,Mumbai,Clothing,0,0,11,400.5,1,Mastercard,78,662.83,OTP,0.0993,0,0
TXN_39972,USER_1787,30.27,Online,2023-10-06 22:58:00,30371.13,Mobile,Tokyo,Travel,0,0,7,486.76,4,Visa,188,2366.93,PIN,0.6125,0,1
TXN_44092,USER_6411,37.34,ATM Withdrawal,2023-06-07 19:39:00,49912.35,Tablet,Mumbai,Groceries,0,1,4,452.09,0,Amex,7,4182.34,OTP,0.2193,1,0
TXN_16024,USER_8013,327.32,Bank Transfer,2023-04-12 04:28:00,48598.89,Mobile,London,Clothing,0,0,1,280.96,0,Amex,101,250.63,Biometric,0.3873,1,0
TXN_28668,USER_3398,90.93,Bank Transfer,2023-03-09 09:59:00,23455.16,Tablet,Sydney,Electronics,0,0,13,240.34,4,Discover,20,1651.61,Password,0.3686,0,1
TXN_24265,USER_2482,53.42,Bank Transfer,2023-11-19 12:38:00,85695.99,Mobile,Mumbai,Travel,0,0,5,13.66,0,Visa,129,2816.84,Password,0.0267,1,0
TXN_5272,USER_4398,11.82,Bank Transfer,2023-01-24 08:35:00,61341.83,Laptop,Tokyo,Travel,0,0,11,308.68,1,Amex,95,2805.63,Biometric,0.5655,1,0
TXN_41784,USER_3897,202.24,ATM Withdrawal,2023-06-27 22:32:00,34748.48,Mobile,Tokyo,Electronics,0,0,8,259.86,2,Visa,112,597.27,Password,0.7291,0,0
TXN_34802,USER_7605,281.59,ATM Withdrawal,2023-08-20 07:19:00,78287.37,Mobile,Tokyo,Clothing,0,0,12,26.1,0,Mastercard,60,4942.46,PIN,0.4362,0,0
TXN_12939,USER_1184,132.71,POS,2023-09-18 16:44:00,16283.57,Tablet,London,Travel,0,0,13,346.44,4,Visa,228,4219.92,Password,0.2109,0,1
TXN_30945,USER_8192,45.28,Online,2023-08-05 02:41:00,87360.87,Tablet,Sydney,Travel,0,0,12,367.42,0,Amex,86,3674.89,PIN,0.8592,0,1
TXN_28688,USER_5879,103.96,POS,2023-06-01 00:52:00,9649.71,Mobile,Sydney,Restaurants,0,0,3,169.73,4,Amex,67,896.48,Password,0.9853,1,1
TXN_10862,USER_3924,90.65,ATM Withdrawal,2023-10-19 04:19:00,43565.16,Laptop,Sydney,Groceries,0,0,4,224.33,4,Discover,192,3214.79,OTP,0.1091,0,1
TXN_40556,USER_5320,2.05,ATM Withdrawal,2023-10-17 18:28:00,98639.81,Mobile,Tokyo,Restaurants,0,0,6,169.02,2,Amex,88,4970.19,PIN,0.653,0,0
TXN_3405,USER_9264,40.78,ATM Withdrawal,2023-06-01 13:57:00,43579.05,Mobile,Sydney,Clothing,0,0,3,215.07,1,Discover,170,4748.05,PIN,0.1967,0,0
TXN_13181,USER_4562,206.44,ATM Withdrawal,2023-07-13 18:16:00,15028.58,Tablet,Tokyo,Travel,1,0,9,247.65,4,Amex,27,4765.57,PIN,0.9629,1,1
TXN_25412,USER_9575,5.04,POS,2023-03-07 23:53:00,37284.19,Mobile,Sydney,Clothing,0,0,11,417.85,3,Mastercard,113,2485.16,Password,0.9966,0,1
TXN_13042,USER_9737,81.16,POS,2023-10-04 14:45:00,7443.66,Laptop,Tokyo,Electronics,1,0,7,163.46,0,Mastercard,235,4229.47,Password,0.2802,0,0
TXN_46227,USER_1761,141.34,Online,2023-07-04 15:08:00,2476.97,Tablet,New York,Groceries,0,0,12,326.47,1,Mastercard,40,2725.1,Password,0.9524,1,1
TXN_32608,USER_1426,163.57,POS,2023-09-03 23:41:00,83849.96,Tablet,London,Travel,0,0,2,408.8,1,Mastercard,77,8.39,Biometric,0.8763,0,1
TXN_43667,USER_5342,30.47,Online,2023-08-05 16:39:00,12193.03,Laptop,Tokyo,Clothing,0,0,12,389.69,3,Visa,85,969.02,Password,0.1419,0,0
TXN_15007,USER_2237,56.18,POS,2023-12-27 15:16:00,76026.55,Laptop,London,Restaurants,0,0,12,75.71,0,Visa,18,622.89,OTP,0.9476,1,1
TXN_11914,USER_8061,29.74,Bank Transfer,2023-05-18 08:00:00,33698.08,Mobile,Sydney,Electronics,0,0,8,349.52,0,Discover,233,831.61,OTP,0.4796,0,0
TXN_24182,USER_2961,312.11,ATM Withdrawal,2023-10-25 23:34:00,21231.72,Mobile,Mumbai,Travel,0,0,2,102.74,3,Amex,143,3983.64,PIN,0.1897,1,0
TXN_7749,USER_1256,32.89,Bank Transfer,2023-04-06 16:02:00,26777.54,Laptop,Tokyo,Electronics,0,0,4,359.38,1,Visa,230,3632.75,Biometric,0.8694,0,1
TXN_34863,USER_9623,186.06,POS,2023-09-11 00:18:00,30182.44,Mobile,London,Electronics,0,1,11,185.41,2,Discover,70,2061.43,PIN,0.5309,0,0
TXN_41129,USER_2905,58.34,Bank Transfer,2023-07-10 13:11:00,11139.49,Tablet,Sydney,Restaurants,0,0,6,494.9,3,Visa,230,741.67,OTP,0.4267,1,0
TXN_16543,USER_6060,244.13,Bank Transfer,2023-08-23 15:25:00,34291.95,Laptop,Mumbai,Groceries,0,0,11,285.56,0,Amex,15,4634.44,Password,0.3094,0,0
TXN_2470,USER_2447,129.87,Online,2023-05-11 06:58:00,99841.44,Laptop,New York,Groceries,0,1,12,236.05,2,Mastercard,179,73.0,OTP,0.6934,1,0
TXN_7163,USER_7948,4.9,POS,2023-04-24 00:04:00,63617.94,Laptop,New York,Groceries,0,0,9,417.2,1,Discover,54,1267.7,Biometric,0.5213,0,0
TXN_43546,USER_3656,286.57,ATM Withdrawal,2023-09-17 05:18:00,96672.82,Mobile,Mumbai,Clothing,0,0,7,311.25,2,Mastercard,16,2349.24,Password,0.0768,1,0
TXN_7014,USER_6599,89.62,Online,2023-05-11 16:05:00,67028.21,Laptop,Sydney,Electronics,0,0,1,185.64,3,Visa,51,3963.96,Password,0.0689,0,0
TXN_8951,USER_4378,190.29,Bank Transfer,2023-04-11 11:16:00,46865.3,Mobile,Sydney,Restaurants,0,0,9,423.59,0,Mastercard,156,925.49,OTP,0.1749,1,0
TXN_4743,USER_9462,55.14,Bank Transfer,2023-05-01 20:20:00,15977.09,Mobile,Tokyo,Groceries,0,0,7,119.3,0,Visa,218,2129.69,Password,0.5079,0,0
TXN_7101,USER_2067,20.4,ATM Withdrawal,2023-03-28 10:25:00,63880.92,Tablet,Tokyo,Restaurants,0,0,12,282.43,3,Mastercard,66,2146.7,PIN,0.1333,0,0
TXN_13509,USER_7056,17.57,POS,2023-04-24 10:21:00,8373.13,Mobile,Mumbai,Groceries,0,0,5,448.57,3,Amex,46,2327.86,OTP,0.4082,1,0
TXN_26104,USER_5910,104.33,POS,2023-11-14 01:32:00,35327.84,Tablet,Tokyo,Electronics,0,0,5,70.1,0,Amex,126,1815.48,OTP,0.4625,0,0
TXN_17705,USER_3737,308.19,Online,2023-12-23 02:01:00,22203.28,Tablet,London,Travel,0,0,10,73.78,3,Mastercard,55,117.73,OTP,0.1148,0,0
TXN_10961,USER_9271,15.63,POS,2023-12-14 05:15:00,41913.5,Laptop,New York,Travel,1,0,14,476.59,4,Discover,79,3028.92,Password,0.1585,0,1
TXN_45119,USER_1270,32.06,Bank Transfer,2023-03-09 07:25:00,51293.78,Tablet,Tokyo,Electronics,0,0,14,121.63,3,Amex,72,337.74,Password,0.6653,0,0
TXN_37751,USER_5199,14.66,Bank Transfer,2023-08-19 05:36:00,83179.17,Laptop,New York,Groceries,0,0,11,337.65,3,Mastercard,223,4924.25,Biometric,0.1982,0,0
TXN_9325,USER_8980,160.66,Online,2023-12-29 07:26:00,19084.45,Laptop,London,Groceries,0,1,7,282.97,0,Mastercard,235,3717.29,Password,0.6961,1,0
TXN_25493,USER_4597,42.73,ATM Withdrawal,2023-02-20 21:15:00,70172.59,Laptop,London,Clothing,1,0,3,185.83,3,Visa,55,1228.36,PIN,0.128,0,0
TXN_37635,USER_3006,46.18,Bank Transfer,2023-07-03 19:36:00,73273.6,Tablet,Tokyo,Electronics,0,0,9,261.66,1,Discover,114,4965.39,Biometric,0.6985,0,0
TXN_39493,USER_3588,35.75,POS,2023-12-19 13:47:00,22391.96,Tablet,Tokyo,Electronics,0,0,13,442.29,0,Mastercard,202,2420.79,OTP,0.5019,0,0
TXN_12876,USER_4997,57.44,POS,2023-05-05 10:36:00,22391.12,Laptop,Mumbai,Groceries,0,0,9,65.08,0,Amex,117,4773.95,OTP,0.2255,0,0
TXN_40628,USER_8636,166.06,Bank Transfer,2023-11-18 19:58:00,49251.39,Mobile,Tokyo,Restaurants,0,0,4,268.86,0,Mastercard,214,753.21,PIN,0.0107,0,0
TXN_24295,USER_9636,88.48,Bank Transfer,2023-07-22 18:28:00,56977.32,Laptop,New York,Groceries,0,0,14,55.33,2,Mastercard,63,2885.87,Password,0.3286,1,0
TXN_20105,USER_3740,49.88,Online,2023-12-10 06:01:00,48737.92,Tablet,London,Clothing,0,0,2,391.7,4,Discover,140,61.6,Password,0.3485,0,1
TXN_40339,USER_2954,441.92,Online,2023-01-24 04:41:00,51788.59,Mobile,Mumbai,Electronics,0,0,13,40.51,2,Mastercard,57,4496.74,Password,0.1943,0,0
TXN_12523,USER_8316,84.46,ATM Withdrawal,2023-09-07 04:58:00,88780.83,Tablet,New York,Groceries,0,1,11,289.57,1,Mastercard,126,2757.78,Password,0.3841,0,0
TXN_25972,USER_6334,343.33,Online,2023-07-12 03:34:00,48736.12,Mobile,London,Groceries,0,0,10,173.67,3,Mastercard,233,2716.26,Password,0.2706,1,0
TXN_13809,USER_1019,402.03,ATM Withdrawal,2023-03-12 16:52:00,28492.1,Tablet,Sydney,Clothing,0,0,14,236.96,3,Discover,132,2853.15,PIN,0.3764,0,0
TXN_4154,USER_1890,52.26,ATM Withdrawal,2023-05-23 05:11:00,88636.41,Laptop,London,Travel,0,0,3,400.19,3,Mastercard,54,1935.8,PIN,0.6568,0,0
TXN_17219,USER_2762,39.66,Online,2023-04-20 22:47:00,16075.7,Laptop,New York,Restaurants,0,0,2,212.46,4,Visa,194,2802.59,Biometric,0.5058,1,1
TXN_3898,USER_3782,10.68,ATM Withdrawal,2023-07-14 00:40:00,65013.52,Tablet,Mumbai,Restaurants,0,0,6,78.37,4,Mastercard,218,4695.92,OTP,0.6137,0,1
TXN_19521,USER_8739,40.42,ATM Withdrawal,2023-07-30 19:26:00,71632.77,Tablet,New York,Clothing,0,0,8,20.95,0,Discover,85,880.43,PIN,0.1043,0,0
TXN_10052,USER_7000,104.98,ATM Withdrawal,2023-04-11 19:30:00,56642.99,Tablet,Sydney,Travel,0,0,8,456.19,0,Visa,149,3618.9,PIN,0.0092,0,0
TXN_26315,USER_9180,12.35,Online,2023-11-09 12:34:00,8880.91,Laptop,Sydney,Travel,0,0,8,333.54,0,Discover,220,2989.08,Biometric,0.9919,0,1
TXN_41273,USER_5348,235.44,POS,2023-11-27 04:13:00,99351.08,Mobile,Tokyo,Clothing,0,0,14,479.78,1,Discover,198,1518.82,Password,0.0833,0,0
TXN_24232,USER_3104,26.69,Bank Transfer,2023-03-30 10:11:00,14372.51,Tablet,London,Clothing,0,0,11,78.84,3,Amex,144,2326.91,OTP,0.8849,1,1
TXN_16708,USER_3380,63.16,Bank Transfer,2023-07-17 03:18:00,82425.1,Tablet,New York,Electronics,0,0,11,397.84,3,Mastercard,110,2571.48,Password,0.0793,0,0
TXN_44025,USER_9412,34.05,ATM Withdrawal,2023-08-12 01:32:00,95432.88,Laptop,New York,Groceries,0,0,1,213.63,1,Mastercard,190,3348.36,PIN,0.521,1,0
TXN_47554,USER_2273,73.39,ATM Withdrawal,2023-03-30 17:26:00,69165.06,Laptop,New York,Restaurants,0,0,4,256.73,3,Mastercard,164,741.01,OTP,0.4805,1,0
TXN_22836,USER_3798,118.14,ATM Withdrawal,2023-07-04 01:07:00,80462.81,Laptop,Mumbai,Clothing,0,0,14,498.58,0,Visa,77,546.2,Password,0.9675,0,1
TXN_34038,USER_5103,24.04,Bank Transfer,2023-06-30 07:37:00,80447.65,Tablet,Mumbai,Groceries,0,0,7,307.19,2,Visa,62,3491.81,OTP,0.6386,0,0
TXN_4192,USER_1071,63.71,ATM Withdrawal,2023-11-20 01:40:00,66541.37,Laptop,New York,Travel,0,0,13,192.99,1,Visa,74,1115.06,Password,0.6223,0,0
TXN_49719,USER_3668,12.15,ATM Withdrawal,2023-04-13 23:01:00,77114.48,Mobile,Tokyo,Restaurants,0,0,9,297.06,4,Mastercard,37,4549.83,OTP,0.3234,1,1
TXN_43121,USER_8593,3.6,Bank Transfer,2023-12-24 05:59:00,74743.8,Tablet,Mumbai,Clothing,0,0,8,356.63,1,Amex,216,3902.39,OTP,0.8446,0,0
TXN_891,USER_8863,108.17,ATM Withdrawal,2023-03-15 01:57:00,75169.91,Laptop,London,Electronics,0,0,7,94.21,4,Discover,36,1588.7,OTP,0.9581,1,1
TXN_26802,USER_3074,175.16,POS,2023-03-30 11:57:00,98844.77,Mobile,Mumbai,Groceries,0,0,11,44.92,3,Discover,45,3306.21,Password,0.4348,0,0
TXN_9515,USER_9444,73.48,Online,2023-04-05 17:49:00,2281.99,Tablet,New York,Groceries,0,0,7,405.81,4,Mastercard,111,372.37,Biometric,0.4027,0,1
TXN_11301,USER_2225,135.3,ATM Withdrawal,2023-11-08 07:16:00,70215.77,Mobile,Mumbai,Restaurants,0,0,2,185.95,1,Amex,136,2894.68,Biometric,0.9156,0,1
TXN_20577,USER_4767,32.68,Online,2023-01-07 08:50:00,16512.72,Tablet,Sydney,Restaurants,0,1,7,356.38,1,Amex,174,2618.67,Biometric,0.9333,0,1
TXN_17216,USER_8177,245.83,Bank Transfer,2023-05-10 18:33:00,13422.47,Tablet,London,Groceries,0,0,12,87.14,2,Mastercard,148,3529.2,OTP,0.5262,0,0
TXN_33661,USER_7951,52.58,POS,2023-07-22 18:41:00,92888.18,Tablet,Mumbai,Groceries,0,0,4,160.07,2,Discover,60,3571.96,PIN,0.7138,1,0
TXN_13603,USER_2416,33.81,Online,2023-05-31 01:04:00,5880.08,Laptop,Sydney,Travel,0,0,8,444.66,3,Visa,118,2412.29,OTP,0.7128,0,0
TXN_16771,USER_4159,9.9,ATM Withdrawal,2023-10-28 23:05:00,81721.3,Tablet,Mumbai,Clothing,0,0,4,256.76,4,Visa,34,4434.54,PIN,0.0981,0,1
TXN_25614,USER_4297,13.66,ATM Withdrawal,2023-05-01 05:38:00,94304.76,Laptop,London,Electronics,0,0,12,297.8,1,Amex,76,4996.34,Password,0.2243,0,0
TXN_1358,USER_9476,45.6,POS,2023-08-24 21:01:00,59969.52,Laptop,Sydney,Electronics,0,0,2,310.87,2,Visa,214,1666.68,Biometric,0.7327,0,0
TXN_5131,USER_1983,45.07,Online,2023-08-29 01:34:00,84231.32,Laptop,Sydney,Restaurants,0,0,8,298.63,0,Amex,41,360.92,Biometric,0.7972,1,0
TXN_46308,USER_3979,116.29,Bank Transfer,2023-06-16 01:52:00,83352.97,Mobile,Mumbai,Travel,0,0,8,395.91,0,Visa,22,32.05,PIN,0.335,0,0
TXN_41698,USER_4543,62.13,ATM Withdrawal,2023-02-23 11:58:00,23963.97,Mobile,Sydney,Travel,0,0,9,198.99,1,Visa,22,1837.54,OTP,0.186,0,0
TXN_42687,USER_9275,57.78,Bank Transfer,2023-12-23 22:23:00,60836.63,Tablet,New York,Travel,1,0,3,160.88,0,Visa,19,4331.75,Biometric,0.9381,0,1
TXN_28140,USER_8740,16.11,Bank Transfer,2023-04-21 06:12:00,8668.83,Tablet,Sydney,Groceries,0,1,3,481.45,3,Visa,106,1338.79,PIN,0.7743,0,0
TXN_45432,USER_1432,185.51,Online,2023-12-12 14:27:00,29630.16,Mobile,Tokyo,Groceries,0,0,6,102.46,1,Mastercard,127,798.24,Biometric,0.503,1,0
TXN_21078,USER_4532,14.37,Bank Transfer,2023-03-27 13:58:00,40811.55,Mobile,New York,Restaurants,0,0,11,154.2,3,Discover,234,4254.57,Password,0.2382,0,0
TXN_20830,USER_1031,124.19,POS,2023-05-06 19:00:00,12897.16,Laptop,Tokyo,Groceries,0,0,10,15.8,1,Discover,102,2659.62,OTP,0.6165,0,0
TXN_449,USER_6073,51.65,Online,2023-08-10 22:04:00,55174.97,Tablet,London,Electronics,0,0,3,35.42,0,Amex,74,2457.56,Biometric,0.8545,1,1
TXN_5364,USER_4237,77.29,Bank Transfer,2023-01-06 12:16:00,22920.98,Tablet,New York,Groceries,0,0,1,302.41,3,Mastercard,80,534.6,PIN,0.2367,0,0
TXN_18857,USER_8799,110.15,ATM Withdrawal,2023-08-25 05:28:00,27321.51,Laptop,Tokyo,Travel,0,0,1,50.91,2,Visa,40,3718.66,Password,0.8683,1,1
TXN_4539,USER_7911,38.14,ATM Withdrawal,2023-09-21 00:47:00,85709.28,Mobile,Mumbai,Clothing,0,1,10,251.15,4,Mastercard,26,93.0,Biometric,0.8496,1,1
TXN_44267,USER_9046,245.06,POS,2023-11-24 12:22:00,77255.61,Tablet,Tokyo,Travel,0,1,6,93.9,1,Amex,20,2002.9,Password,0.39,0,0
TXN_19472,USER_7409,89.47,Bank Transfer,2023-10-07 05:02:00,65752.59,Tablet,London,Travel,0,0,13,76.28,0,Visa,150,1750.06,PIN,0.3641,0,0
TXN_42920,USER_7163,35.07,Bank Transfer,2023-05-24 19:10:00,67661.19,Tablet,London,Travel,0,0,12,80.05,1,Mastercard,75,3904.68,OTP,0.6808,1,0
TXN_49046,USER_4618,30.46,Bank Transfer,2023-05-05 09:42:00,70112.59,Mobile,Mumbai,Travel,0,0,12,346.87,4,Amex,153,3861.57,Biometric,0.4678,1,1
TXN_20329,USER_7285,70.47,POS,2023-03-06 11:40:00,64744.4,Tablet,Sydney,Electronics,0,0,8,219.1,2,Amex,41,1929.59,Biometric,0.427,1,0
TXN_37184,USER_5934,122.94,POS,2023-08-15 09:12:00,40198.42,Tablet,London,Electronics,0,0,13,225.33,2,Discover,18,2560.23,Password,0.0051,0,0
TXN_47545,USER_7722,86.16,ATM Withdrawal,2023-04-03 20:13:00,81931.67,Laptop,Tokyo,Restaurants,0,1,7,287.24,4,Discover,145,298.61,Biometric,0.0447,0,1
TXN_3376,USER_2813,22.86,Online,2023-03-30 01:17:00,55869.07,Laptop,New York,Restaurants,0,0,6,326.74,1,Amex,231,520.48,OTP,0.5128,0,0
TXN_9636,USER_8670,22.53,Online,2023-04-19 16:14:00,7730.78,Laptop,New York,Electronics,0,0,5,341.22,4,Amex,106,1739.35,Password,0.9826,1,1
TXN_14234,USER_8259,13.6,Online,2023-06-24 03:19:00,4478.38,Tablet,New York,Groceries,0,0,14,478.5,2,Visa,107,3508.13,Password,0.2603,1,0
TXN_31941,USER_9526,0.1,Bank Transfer,2023-02-07 03:19:00,61691.96,Tablet,Mumbai,Clothing,0,0,13,270.52,0,Mastercard,139,2367.22,Password,0.2328,0,0
TXN_2753,USER_6442,304.8,ATM Withdrawal,2023-01-06 21:45:00,21561.74,Tablet,Mumbai,Restaurants,0,0,12,73.88,3,Mastercard,110,1333.37,OTP,0.6086,0,0
TXN_28950,USER_2203,9.73,POS,2023-09-28 16:53:00,87498.5,Mobile,New York,Clothing,0,0,13,499.18,3,Amex,125,3572.97,OTP,0.0392,0,0
TXN_49348,USER_3712,114.96,Bank Transfer,2023-08-05 09:02:00,34588.99,Tablet,New York,Groceries,0,0,5,195.42,3,Amex,19,1386.7,Biometric,0.6912,0,0
TXN_26897,USER_3340,18.1,Bank Transfer,2023-03-14 11:05:00,18350.63,Mobile,London,Travel,0,0,3,159.2,1,Discover,183,4082.01,Password,0.0307,0,0
TXN_11134,USER_4195,124.69,POS,2023-04-07 20:55:00,94157.43,Tablet,London,Clothing,0,0,14,68.18,0,Mastercard,163,1604.41,Biometric,0.6327,1,0
TXN_19897,USER_4503,16.18,Bank Transfer,2023-02-19 10:53:00,74063.02,Laptop,London,Groceries,0,0,10,451.91,3,Visa,68,600.42,Password,0.2168,0,0
TXN_1910,USER_7928,53.96,Bank Transfer,2023-05-19 01:41:00,42682.48,Tablet,New York,Electronics,0,0,4,493.02,2,Amex,204,544.22,Password,0.2277,0,0
TXN_19631,USER_9024,5.95,Online,2023-11-28 03:32:00,2068.36,Tablet,Mumbai,Electronics,0,0,2,134.0,1,Amex,105,3937.48,OTP,0.3888,0,0
TXN_15077,USER_6303,22.96,Online,2023-11-05 17:46:00,98591.04,Mobile,Tokyo,Electronics,1,0,6,348.55,0,Discover,131,2676.78,Biometric,0.7174,1,0
TXN_19823,USER_8734,152.57,Bank Transfer,2023-04-03 11:52:00,64857.28,Laptop,Mumbai,Clothing,0,0,13,142.64,3,Mastercard,3,4531.16,Biometric,0.0187,1,0
TXN_12028,USER_2171,55.02,Online,2023-08-26 01:45:00,7683.0,Tablet,New York,Restaurants,0,0,13,446.49,2,Mastercard,236,4390.61,PIN,0.9576,1,1
TXN_1663,USER_8232,62.71,ATM Withdrawal,2023-11-19 19:09:00,75222.15,Mobile,New York,Travel,0,1,1,75.26,2,Amex,223,401.13,Password,0.4484,1,0
TXN_24369,USER_7806,50.16,ATM Withdrawal,2023-09-10 13:37:00,49346.29,Laptop,London,Restaurants,0,0,2,326.99,3,Discover,42,919.74,Biometric,0.0513,0,0
TXN_46445,USER_9109,93.17,POS,2023-11-23 14:52:00,87500.92,Mobile,Tokyo,Electronics,0,0,1,300.19,3,Amex,8,1184.57,Biometric,0.0584,1,0
TXN_14297,USER_6926,206.82,ATM Withdrawal,2023-06-05 20:52:00,64940.78,Laptop,Tokyo,Clothing,0,0,11,96.42,3,Discover,110,1448.45,OTP,0.7592,1,0
TXN_11377,USER_7935,166.3,Online,2023-08-30 15:59:00,78370.74,Tablet,Sydney,Restaurants,0,0,5,193.55,2,Mastercard,65,573.37,OTP,0.149,0,0
TXN_33473,USER_9539,64.18,Bank Transfer,2023-07-29 07:40:00,9328.93,Tablet,London,Travel,0,0,12,463.28,3,Discover,109,166.53,Biometric,0.2265,1,0
TXN_7735,USER_2725,29.77,POS,2023-07-19 23:44:00,56418.5,Laptop,London,Clothing,0,0,10,213.66,1,Visa,136,4154.08,Biometric,0.3938,0,0
TXN_24198,USER_5206,87.53,POS,2023-02-13 08:24:00,10356.48,Tablet,Mumbai,Electronics,0,0,11,107.5,0,Mastercard,2,1419.1,Biometric,0.3511,0,0
TXN_39806,USER_6765,34.66,Online,2023-10-19 20:32:00,89813.31,Laptop,Sydney,Electronics,0,0,13,276.23,2,Visa,55,3791.46,OTP,0.8502,0,1
TXN_28792,USER_4044,237.67,POS,2023-07-14 05:39:00,47117.39,Mobile,Mumbai,Travel,0,0,11,89.32,0,Mastercard,44,3279.99,Biometric,0.6651,0,0
TXN_3742,USER_1991,106.72,POS,2023-05-24 05:18:00,25964.6,Laptop,New York,Restaurants,0,0,13,358.92,2,Discover,107,2936.07,Password,0.2877,0,0
TXN_47836,USER_6845,70.04,Bank Transfer,2023-03-29 20:42:00,59832.57,Mobile,London,Restaurants,0,1,3,317.62,0,Mastercard,144,1291.09,OTP,0.6777,0,0
TXN_12084,USER_6587,188.93,Online,2023-07-07 20:53:00,14893.28,Laptop,New York,Restaurants,0,1,8,193.66,3,Mastercard,157,662.24,PIN,0.1676,0,0
TXN_47728,USER_6507,83.82,Online,2023-11-08 04:03:00,83424.65,Mobile,New York,Clothing,0,0,3,165.66,4,Mastercard,165,1432.16,Biometric,0.7925,0,1
TXN_6092,USER_9278,26.69,POS,2023-12-15 17:17:00,70965.39,Laptop,Sydney,Clothing,0,0,6,282.13,3,Discover,95,3158.31,Biometric,0.3815,0,0
TXN_21661,USER_2322,94.18,Bank Transfer,2023-03-08 03:53:00,65426.61,Tablet,Mumbai,Restaurants,0,0,8,429.15,1,Discover,162,127.61,PIN,0.384,0,0
TXN_39153,USER_2438,108.64,ATM Withdrawal,2023-06-29 04:24:00,65530.66,Laptop,Tokyo,Clothing,0,0,3,451.94,4,Mastercard,193,1564.81,PIN,0.7791,0,1
TXN_29135,USER_9963,38.8,ATM Withdrawal,2023-10-25 04:27:00,92904.23,Tablet,Tokyo,Groceries,0,0,6,45.7,2,Discover,192,2685.92,PIN,0.9971,1,1
TXN_21552,USER_2858,25.15,POS,2023-06-06 06:34:00,92360.21,Mobile,London,Clothing,0,0,14,245.05,4,Discover,51,422.8,Password,0.601,1,1
TXN_3090,USER_5009,144.49,Online,2023-10-16 15:16:00,30237.54,Laptop,London,Clothing,0,0,3,304.53,4,Mastercard,172,1823.09,PIN,0.6827,1,1
TXN_20709,USER_7534,66.08,POS,2023-03-20 11:14:00,4734.79,Mobile,Mumbai,Restaurants,0,0,12,458.88,0,Amex,81,3270.79,OTP,0.1903,1,0
TXN_46485,USER_5771,2.02,Bank Transfer,2023-03-29 21:14:00,79840.85,Tablet,Tokyo,Clothing,0,0,11,465.34,2,Visa,96,1991.67,PIN,0.9919,0,1
TXN_2506,USER_6093,27.03,Online,2023-08-08 05:14:00,14690.2,Laptop,Mumbai,Travel,0,0,8,399.81,2,Amex,30,4451.02,Password,0.1641,1,0
TXN_17604,USER_6131,11.4,Bank Transfer,2023-03-23 06:05:00,10619.02,Laptop,Tokyo,Restaurants,0,0,7,15.05,2,Discover,140,143.17,PIN,0.4122,1,0
TXN_18089,USER_7714,103.52,Bank Transfer,2023-01-29 18:06:00,28353.02,Tablet,London,Travel,0,0,13,219.78,0,Mastercard,165,2717.81,Biometric,0.8021,0,0
TXN_15196,USER_1162,22.5,ATM Withdrawal,2023-09-02 17:18:00,51724.66,Mobile,New York,Electronics,0,0,7,151.93,4,Visa,76,3941.12,Biometric,0.3637,1,1
TXN_21815,USER_4012,113.38,Bank Transfer,2023-08-01 16:36:00,24518.5,Mobile,New York,Groceries,0,0,2,31.89,1,Mastercard,188,4719.0,PIN,0.3244,0,0
TXN_15436,USER_3866,50.18,Online,2023-12-06 04:11:00,39924.96,Laptop,Mumbai,Electronics,0,0,13,234.4,3,Discover,237,2050.09,PIN,0.2084,1,0
